timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
00:00.000,-1.0407957892682034,0.47621471468271137,-0.09,2.3471377157321647,-9.860820632075246,-15.335231009421667
00:00.022,-1.0337339712327323,0.4689258100602518,-0.12,7.8360688985984375,-20.33090852546053,-28.224168806339033
00:00.044,-0.9151710449670201,0.6601344463567171,-0.12,8.043143863422447,-24.315895793291332,-39.88894538856827
00:00.066,-0.97117369067456,0.8967475855913047,-0.14,-7.381200354068404,-21.4480018829116,-65.06051223533342
00:00.088,-0.9350283049213213,0.8699909261183902,-0.24,-10.14882705069748,-18.344362985858716,-98.28555898819297
00:00.109,-1.0804787591587963,0.8639775466025789,-0.23,-6.526977172978317,-9.42304632226527,-117.80563665291349
00:00.131,-1.06205197203184,0.6542390072138815,-0.2,3.6108358517603953,-8.910187459635893,-134.76697119943339
00:00.153,-1.137415359233545,0.7781236821693664,-0.18,-6.47840436992291,-15.262763607216998,-150.0483315221097
00:00.175,-0.8973910571269179,0.659975198108211,-0.18,-14.056055479211842,-14.390239923085014,-152.94592539153675
00:00.197,-0.9114616929171345,0.8234466082856741,-0.19,-20.51792499736248,-11.281212496816535,-148.703657911911
00:00.219,-0.9154426783274865,0.7210443575742796,-0.19,-16.00481134411952,-13.83648166894207,-152.07760628531597
00:00.241,-0.8363695223390467,0.6926676103723373,-0.15,-11.000575771943856,-15.468071779287001,-149.3072113861594
00:00.263,-0.741084231718137,0.7451368446720031,-0.15,-6.661772781053333,-17.076874956642552,-153.8459016403844
00:00.286,-0.6770047751445243,0.8027152289540597,-0.16,-3.4854036931964543,-18.49824618455673,-147.35801420404758
00:00.308,-0.7228886910351873,0.7903105528170502,-0.15,-4.411328758397353,-17.799799289446355,-145.3354334814434
00:00.330,-0.6331657443827606,0.8184197401059528,-0.09,7.119097086245067,-13.47539335276835,-138.62138389896603
00:00.352,-0.5946063754248996,0.7452781753225374,-0.09,25.18067256759004,-19.2627928057698,-145.58159943677967
00:00.374,-0.5390148128744255,1.0093135534220337,-0.16,10.012702678720705,-23.474636194710456,-136.07531292476418
00:00.396,-0.41339007260701144,1.012389400420502,-0.15,-4.0856005832975635,-9.505440576610555,-125.24088723905753
00:00.418,-0.5332721392100203,0.9996758201863309,-0.11,-14.03527843174602,-3.2177884561615606,-125.00008033659164
00:00.440,-0.360624581915492,0.8186133553899341,-0.12,-18.595804175880943,-8.789693559074815,-125.86162871357143
00:00.462,-0.33844238260107634,0.8340984898264739,-0.15,-12.65065003090252,-3.9286698490316914,-123.03576726250435
00:00.484,-0.3164383637270659,0.8493965967006804,-0.13,-4.745346805865202,0.6398615730224789,-115.03887694114417
00:00.506,-0.28065863921186673,1.023445978943952,-0.15,-4.6305064611449165,-2.664181429025138,-111.08161537820742
00:00.528,-0.14831609757891362,1.0421606399040908,-0.17,-10.913882357534494,-1.8473534720163558,-106.87557006422571
00:00.550,-0.1799039817224617,0.8937045166707481,-0.17,-5.2344147265449195,1.0995980014924231,-110.68829778640485
00:00.572,-0.1288184835689326,0.9239568817706205,-0.16,-16.1117487041603,-0.5924265275180023,-107.40062512184109
00:00.594,-0.06573415621035868,0.9267572423126385,-0.18,-11.121497059831249,1.1110441944173919,-105.74868450440367
00:00.616,-0.05254616182590803,0.8786626919459498,-0.17,-1.1888792957451577,1.0997462984749922,-100.32067014235221
00:00.638,0.06472249887855197,0.9538244254357018,-0.19,-12.538694544558663,-3.293606342320786,-100.75256990807492
00:00.660,0.09140363844986066,0.9804679073612355,-0.2,-4.065601931865239,-2.362589039371176,-100.53080750082721
00:00.682,0.1106979684396579,0.9540231649617253,-0.18,4.66054332042254,-3.7444221401981186,-94.7675122773837
00:00.704,0.24650110764096206,0.987439688464693,-0.21,1.1958751179667795,-5.407063851071017,-97.58299442480563
