timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
00:00.000,-0.9749545227394676,0.11702074281056002,-0.09,-12.569928792465138,7.99596360658534,25.943207200104663
00:00.022,-0.88710921204973,0.04556658978770965,-0.1,-19.456727915951962,11.791962554979404,28.26056457870772
00:00.044,-1.1628537368076977,0.23078655016138644,-0.12,-29.190483737905716,13.348737111942931,25.48842991990204
00:00.066,-1.1764093402836895,0.27038631466701163,-0.14,-31.173561330483924,9.698909812583924,19.27732943745857
00:00.088,-1.168212899957402,0.0027607485747333793,-0.16,-21.37812277155974,1.2107249207144108,9.833281434385826
00:00.109,-1.0021404517810835,-0.05453009505513174,-0.2,5.090312693268226,-5.76563394282545,-5.107965667894335
00:00.131,-1.0371365139157565,0.1439826248191018,-0.21,33.02522336896222,-11.929445792390693,-21.40568787175996
00:00.153,-1.148589970677714,0.10476106833256839,-0.24,39.63643702949522,-18.565398159503168,-31.210476056015963
00:00.175,-0.9782993592439797,0.10565888436697488,-0.27,36.906440357497274,-21.139401953890665,-32.438020333185946
00:00.197,-1.0380487324668906,0.23078170930127503,-0.32,34.10520355456688,-22.6322985839063,-31.65718327341536
00:00.219,-1.1045908891204854,0.12422431719077372,-0.35,38.79939726328761,-31.998526326738304,-41.406132964529135
00:00.241,-1.1093494544892033,0.08261570844241281,-0.42,67.13546086313247,-42.95141635525702,-61.96608382345041
00:00.263,-1.1086650878150466,0.2553149360743095,-0.43,96.01619145801575,-51.45121225078864,-86.16736980318755
00:00.286,-1.2346881157503182,0.4800916607949262,-0.38,104.6902370433651,-66.82345309634917,-112.43541302779005
00:00.308,-1.2672438586947659,0.5990464545226322,-0.36,98.28466661178012,-77.12545058801052,-127.3943918668505
00:00.330,-1.1562989858770443,0.5713278687670438,-0.31,75.24335600177051,-78.62994570121423,-131.4337785452804
00:00.352,-1.038317792324572,0.6135119113950446,-0.44,90.39666425677157,-87.53381352623316,-148.51718342931997
00:00.374,-1.2394413385183125,0.6265756612725767,-0.39,106.64540466286851,-84.91044097639269,-185.45047726779418
00:00.396,-1.1756111334571828,0.9105547097594744,-0.35,91.60546343168659,-93.59991968906333,-206.24521997516467
00:00.418,-0.8347594135796054,1.0968966038933348,-0.39,65.88210746293058,-97.23425665171293,-212.40027070915153
00:00.440,-0.8905916364715836,1.0265055091783948,-0.42,44.1266474112694,-81.76434245000021,-207.87040969449228
00:00.462,-0.8772083495475138,0.9754908968531054,-0.4,42.80053788727136,-71.38818832949545,-204.48757307806932
00:00.484,-0.970496374550355,0.9080966278997114,-0.39,52.096904330597404,-80.19335497229916,-217.84637541714767
