timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
00:00.000,-1.0096620942691892,0.37844975724846064,-0.10866885006590238,2.2611139475349087,-10.312747090589568,-15.76618720849473
00:00.022,-1.0147463288942336,0.5109178985880692,-0.0892241042647195,7.685764966581228,-21.656474920549837,-29.890211171166396
00:00.044,-0.9774344753445376,0.6479669759367394,-0.14998003941021734,5.691411031146638,-25.0343514773961,-44.81538752470508
00:00.066,-0.9859512578817088,0.8003774375246456,-0.1807254332348339,-7.781186182208888,-21.727033071380895,-74.35072306283898
00:00.088,-1.0514518681234568,0.7947493195542067,-0.21004490318974692,-8.781652060165907,-16.423105279074296,-106.87695430100489
00:00.109,-1.0554919494569344,0.7625080071530075,-0.22140264595546646,-2.7433699227285837,-9.629015500441868,-127.55626982272757
00:00.131,-1.0462477294214358,0.7038024164786917,-0.16131142598323714,-0.781516617247671,-12.15615771958777,-145.45220612511338
00:00.153,-1.0080436615110582,0.8001487583412266,-0.14444188522372908,-10.089697931405112,-15.415767028353716,-155.7922515546422
00:00.175,-0.9186598893578176,0.7430661028827711,-0.18111646042786125,-17.47326444860836,-13.123809310439547,-154.65198584208676
00:00.197,-0.8992786568615257,0.6464290115640444,-0.20739740528962192,-17.144744043497845,-13.49555156170614,-155.13626719242376
00:00.219,-0.877942898358593,0.6937334847835045,-0.15704539703902168,-12.038723712118399,-15.647225694512427,-154.21648758658947
00:00.241,-0.8167900419643631,0.7058715669321752,-0.17488796108549687,-7.286816849103122,-17.399384629511474,-157.14698949718925
00:00.263,-0.7816620044497091,0.7761609039744721,-0.18351869155198086,-3.8349220988066777,-19.131744102962283,-152.37118451945406
00:00.286,-0.7304437171051347,0.7749789477989968,-0.14147344589053956,-4.31066648485676,-18.585110781798715,-149.55502326205587
00:00.308,-0.6539312740695201,0.7597544414224121,-0.03349525756967813,7.483697715199037,-14.087120578663399,-142.6243412200828
00:00.330,-0.6732404728887293,0.7905191809532892,-0.1080234410185535,23.182669165309303,-20.55644986469039,-148.53079033440437
00:00.352,-0.528761374518277,0.943712181164174,-0.14297572586278523,7.40469449170313,-22.087455876682288,-138.02257108542258
00:00.374,-0.49703267017120906,0.9549571975617728,-0.15803676639351666,-6.415341907298533,-8.30763851231355,-128.71528529320176
00:00.396,-0.4602837344433519,0.8632990333879148,-0.11359868310926159,-15.17918056301144,-5.187047542650174,-128.71562332473283
00:00.418,-0.3645405444593773,0.8415267281182074,-0.11143485465032595,-15.879708864563673,-7.206423859592894,-128.2022665995774
00:00.440,-0.2717607857547211,0.842396608786944,-0.12677920028542017,-8.760246141595294,-1.925056910905955,-122.6413721666294
00:00.462,-0.26696785465339506,0.9099930839545833,-0.11695091404775698,-4.5916801011110415,-1.2235653526347912,-115.99784078779054
00:00.484,-0.1691505717088342,0.9166826872585551,-0.17264683484599622,-8.236092534072988,-2.32239498461032,-111.48809447567815
00:00.506,-0.15596972200482856,0.953439481708583,-0.1608541726008318,-6.816408658257311,0.116303839956575,-112.58702437650909
00:00.528,-0.08541353871647536,0.8958427266834986,-0.1791565993649624,-13.157317805475877,-0.20614010007198766,-111.30098150025593
00:00.550,-0.04822560054596123,0.9278595692492945,-0.18444330598591918,-11.765161954015541,0.8889229228885333,-109.04399807924568
00:00.572,-0.06682677319019263,0.8542928116096689,-0.16011073164560796,-2.13020259432858,1.245130324059981,-103.69561985914407
00:00.594,0.026578738629059632,0.9086209751065343,-0.1586911869372149,-12.000866129363361,-3.3525552330987796,-103.49212398401527
00:00.616,0.06886881281386609,0.924905236080285,-0.19770723874340576,-3.5196774381486753,-2.4776845181725604,-103.04017710928035
00:00.638,0.09318506406238707,0.8783947508143515,-0.18930533693035143,4.118370498211497,-4.042735001073766,-97.74249421658234
00:00.660,0.16452813922079648,0.9381866403816863,-0.17702877057955807,-0.04905042530852741,-4.972481413391292,-99.99548752722423
00:00.682,0.20867473695673738,0.9667444858888703,-0.21355806502022467,-4.26532480317969,-2.0974218100783073,-98.09117273826362
00:00.704,0.25751639454805114,0.8630978045882816,-0.19739667576260808,-1.1627747002632587,-3.4154053491733833,-95.9279097805346
00:00.726,0.3406220084591126,0.8773650980083416,-0.1872463066143211,-0.20298780920130693,-5.003710580634294,-94.53793075418795
00:00.748,0.31204979006890377,0.9248628129635336,-0.2052989619374757,-3.3087892250043103,-3.24544117124264,-94.15489632521383
00:00.770,0.29791501808508475,0.9142254859270749,-0.16682954581085155,-6.242687145348797,-4.226177009878994,-93.06424171815854
00:00.792,0.378005571561779,0.862175745888745,-0.17019501990964778,-8.946314423053428,-5.335079357131813,-92.99022775839768
00:00.814,0.4459897629414105,0.8595469001226638,-0.17305498720733836,-16.446588664853827,-2.8868325348674233,-93.38688282495673
00:00.836,0.460485124954633,0.8183524365057463,-0.17591500229638957,-21.286696552255012,-2.492066919383676,-91.87652051029671
00:00.858,0.4799153274990441,0.7506671373475049,-0.19069074846079126,-18.99126566705225,-3.959022658077593,-88.46706080237998
00:00.880,0.5367183515605563,0.7182083520405174,-0.17731175969245852,-18.12316795492084,-4.182583354387971,-84.70812146639533
00:00.902,0.5802887893893298,0.659964756746279,-0.19350920219639192,-17.999471340072148,-2.5462021612793047,-81.08393670763242
00:00.924,0.593843440332988,0.6677126231936035,-0.2012011072851094,-20.286890079156937,-2.629211286916835,-78.79515922129237
00:00.946,0.6376812645133131,0.6919648619534975,-0.21301810698476548,-17.17248603368839,-2.906612087414738,-74.91298599903182
00:00.968,0.6342290788660511,0.6888367005715268,-0.19439290855943714,-14.225298879372502,-3.863137626628073,-70.54421498864382
