timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
00:00.000,-0.95,0.05,-0.09,-14.509676188121283,8.523634636353652,29.6409594934039
00:00.022,-0.9780821917808219,0.13410958904109588,-0.10602739726027398,-25.848794979875702,13.31651930202361,31.51364106119449
00:00.044,-1.0441095890410959,0.19,-0.13205479452054794,-35.07663341871553,12.136287216730171,24.881907047375762
00:00.066,-1.069041095890411,0.08150684931506852,-0.15808219178082192,-25.806733822455445,2.3195158292240885,12.228754979750486
00:00.088,-1.09,-0.0017808219178082237,-0.20205479452054795,12.403297699417324,-7.549331166319458,-9.818399171609832
00:00.109,-1.0747945205479452,0.10602739726027395,-0.22520547945205477,41.97181699190258,-16.642236765749278,-30.239194649066228
00:00.131,-1.0195890410958905,0.2365753424657534,-0.26424657534246576,43.291209087822246,-22.31476895294089,-36.809583279757774
00:00.153,-1.0043835616438357,0.19904109589041102,-0.3232876712328767,39.98719448520463,-25.696419477151235,-37.50885788998251
00:00.175,-1.0687671232876712,0.11410958904109589,-0.3787671232876712,58.256916772184205,-39.47420107372888,-57.144087297572334
00:00.197,-1.166986301369863,0.2339726027397259,-0.42712328767123287,101.26808710139261,-52.99739080879004,-90.7404904073945
00:00.219,-1.229041095890411,0.4605479452054794,-0.3797260273972603,120.73275738320264,-72.53449727262172,-128.93544384831102
00:00.241,-1.134794520547945,0.5063013698630137,-0.3442465753424657,105.11304613835122,-84.12080078851183,-147.34549142254994
00:00.263,-1.110821917808219,0.5015068493150685,-0.39013698630136984,97.55389715160153,-91.11243334909678,-162.61515744007832
00:00.286,-1.175890410958904,0.6093150684931505,-0.39410958904109594,121.53191937418748,-92.18450840231242,-208.76979201191975
00:00.308,-1.137123287671233,0.902876712328767,-0.3587671232876712,99.19870978124638,-102.34014215095114,-237.75776049617951
00:00.330,-0.9523287671232876,0.9991780821917808,-0.4056164383561644,62.85786977014375,-96.59520854859633,-240.57776539727436
00:00.352,-0.9393150684931506,0.9389041095890411,-0.40356164383561643,49.58963022452789,-79.26634524724203,-234.93822627577367
00:00.374,-0.9589041095890412,0.8787671232876713,-0.38383561643835623,63.83919136018176,-87.0563221008457,-251.62448427349483
00:00.396,-0.8460273972602741,0.9124657534246573,-0.3060273972602741,100.52411061394028,-85.64048868916058,-274.8146080312019
00:00.418,-0.7273972602739727,1.0571232876712329,-0.20917808219178086,122.94666063523655,-80.98454358536691,-294.4066917089708
00:00.440,-0.5869863013698633,1.181917808219178,-0.15808219178082214,133.41308947284668,-64.31708501515509,-299.6237164653526
00:00.462,-0.47013698630136985,1.2631506849315068,-0.08342465753424658,92.51810136076342,-42.76149237653802,-296.6383457488713
00:00.484,-0.3176712328767125,1.1576712328767127,-0.09520547945205476,45.00512219037178,-30.366607482288504,-279.4479887332789
00:00.506,-0.10027397260273974,0.9495890410958904,-0.13794520547945205,24.530193507215824,-23.892912094520565,-252.73701652862243
00:00.528,0.056986301369862935,1.0109589041095888,-0.1406849315068494,8.979898984573067,-3.1212724840231028,-242.96788193579
00:00.550,0.06931506849315068,1.047945205479452,-0.09397260273972602,5.094301912061806,12.457939405405995,-223.92476883490602
00:00.572,0.11013698630136977,0.9782191780821918,-0.06328767123287674,3.1998104569787027,0.05103706314784621,-204.91570163718993
00:00.594,0.20136986301369864,1.0354794520547945,-0.12410958904109587,-16.220268672979724,2.363431441700114,-207.7699093350155
00:00.616,0.18808219178082203,1.0086301369863018,-0.15,-28.651238186489334,16.673838203105348,-191.75719540318954
00:00.638,0.13780821917808217,0.8116438356164383,-0.17958904109589044,-17.382959238811132,7.423370507562177,-176.12149670321676
00:00.660,0.1853424657534244,0.7295890410958904,-0.18835616438356173,-0.1752021143670972,-7.455565399140879,-188.6234033761244
00:00.682,0.3476712328767122,0.6994520547945207,-0.14315068493150687,6.667642199022563,-17.25794552174774,-184.56770477295862
00:00.704,0.490821917808219,0.5956164383561646,-0.11712328767123291,15.436444773234543,-16.69268037467446,-159.6611654361942
00:00.726,0.6339726027397261,0.541095890410959,-0.08164383561643833,14.010476661896643,-12.722471625151835,-143.8698283217402
00:00.748,0.6079452054794523,0.4679452054794523,-0.09013698630136993,3.459767384794122,6.110946494173658,-115.552109138553
00:00.770,0.4826027397260275,0.29876712328767147,-0.06,7.801079704242136,-9.67271037495797,-58.05689404701995
00:00.792,0.5024657534246575,0.1465753424657536,-0.07698630136986298,6.990848987620345,-29.1236176129499,-11.432677041163942
00:00.814,0.5473972602739723,-0.1586301369863018,-0.09,49.46660924530633,-30.799977428378053,31.43174262131655
00:00.836,0.5013698630136989,-0.1391780821917801,-0.022191780821917542,68.13069441426364,-36.80677270647672,122.90194499015452
